geoid,num_surveys,detectors_found_total,no_detectors_found_prc,no_detectors_found_CI,detectors_working_total,no_detectors_working_prc,no_detectors_working_CI
#_45067,196.0,142.0,27.55,6.254722295993644,71.0,63.78,6.728906847326689
#_45069,401.0,299.0,25.44,4.262804231466708,144.0,64.09,4.6955527458041
#_45071,134.0,101.0,24.63,7.295165279479648,59.0,55.97,8.405347408874935
#_45073,96.0,58.0,39.58,9.782474178856798,21.0,78.12,8.270375551327763
#_45075,177.0,129.0,27.12,6.549655579403665,59.0,66.67,6.944681337541701
#_45077,272.0,223.0,18.01,4.566767681657924,154.0,43.38,5.889810551032929
#_45079,645.0,469.0,27.29,3.437756043276671,268.0,58.45,3.803242222716187
#_45081,51.0,36.0,29.41,12.505184006643004,16.0,68.63,12.734598064405517
#_45083,1228.0,883.0,28.09,2.513780783318188,541.0,55.94,2.7767729204936744
#_45085,1190.0,757.0,36.39,2.733608500219186,441.0,62.94,2.7440919984577774
#_45087,251.0,197.0,21.51,5.083309822973086,109.0,56.57,6.132071564646341
#_45089,317.0,207.0,34.7,5.240198859616691,110.0,65.3,5.240198859616691
#_45091,637.0,441.0,30.77,3.5842415423414415,220.0,65.46,3.6926276922871812
#_46003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46005,313.0,249.0,20.45,4.468385673859346,137.0,56.23,5.496120142805591
#_46007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46009,4.0,3.0,25.0,42.43524478543749,1.0,75.0,42.43524478543749
#_46011,28.0,26.0,7.14,9.537630674334165,16.0,42.86,18.33045550115981
#_46013,77.0,73.0,5.19,4.954746744468196,38.0,50.65,11.167192745635843
#_46015,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_46017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46019,2.0,2.0,0.0,0.0,1.0,50.0,69.29646455628166
#_46021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46023,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_46025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46027,10.0,8.0,20.0,24.792256855720094,8.0,20.0,24.792256855720094
#_46029,127.0,111.0,12.6,5.771586378356876,50.0,60.63,8.497295127274326
#_46031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46033,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_46035,50.0,49.0,2.0,3.880602015151773,29.0,42.0,13.680743839426276
#_46037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46039,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_46041,2.0,2.0,0.0,0.0,1.0,50.0,69.29646455628166
#_46043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46057,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_46059,18.0,7.0,61.11,22.521376567163916,6.0,66.67,21.7772332720818
#_46061,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_46063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46065,91.0,71.0,21.98,8.508484111936562,50.0,45.05,10.222723662357456
#_46067,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_46069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46077,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_46079,46.0,45.0,2.17,4.210590916290471,29.0,36.96,13.949262244353251
#_46081,25.0,22.0,12.0,12.738492218469185,17.0,32.0,18.285865142234865
#_46083,114.0,103.0,9.65,5.420400551652144,72.0,36.84,8.854917455824966
#_46085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46087,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_46089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46093,9.0,7.0,22.22,27.160690914465174,5.0,44.44,32.46406956457144
#_46095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46097,18.0,15.0,16.67,17.218222262346238,8.0,55.56,22.95556373402027
#_46099,396.0,347.0,12.37,3.242796787099716,192.0,51.52,4.922409170191755
#_46101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46102,7.0,1.0,85.71,25.92620276708489,0.0,100.0,0.0
#_46103,128.0,97.0,24.22,7.421906116018984,55.0,57.03,8.576013365121932
#_46105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46109,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_46111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46115,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_46117,9.0,3.0,66.67,30.7976586443407,1.0,88.89,20.531387474466175
#_46119,19.0,14.0,26.32,19.801451297369727,12.0,36.84,21.69002948123497
#_46121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46123,3.0,3.0,0.0,0.0,1.0,66.67,53.34310952616092
#_46125,4.0,4.0,0.0,0.0,1.0,75.0,42.43524478543749
#_46127,32.0,30.0,6.25,8.387001661797857,24.0,25.0,15.003124674546966
#_46129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_46135,195.0,187.0,4.1,2.7831716863854155,89.0,54.36,6.991193258862841
#_46137,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_47001,5.0,3.0,40.0,42.941448508405024,2.0,60.0,42.941448508405024
#_47003,105.0,55.0,47.62,9.55297990953608,25.0,76.19,8.146857244033841
#_47005,110.0,84.0,23.64,7.939925449982053,59.0,46.36,9.319139804548877
#_47007,3.0,3.0,0.0,0.0,1.0,66.67,53.34310952616092
#_47009,34.0,33.0,2.94,5.678196550479946,24.0,29.41,15.315659977944144
#_47011,241.0,163.0,32.37,5.907294104650467,80.0,66.8,5.945725064230526
#_47013,83.0,62.0,25.3,9.352712547705076,28.0,66.27,10.171469029061468
#_47015,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_47017,79.0,44.0,44.3,10.953981078509969,20.0,74.68,9.589070928293735
#_47019,19.0,14.0,26.32,19.801451297369727,8.0,57.89,22.201057742274116
#_47021,51.0,33.0,35.29,13.115429351990686,16.0,68.63,12.734598064405517
#_47023,40.0,35.0,12.5,10.249085325042426,21.0,47.5,15.475779463406681
#_47025,28.0,23.0,17.86,14.187149075131337,9.0,67.86,17.298439203581346
#_47027,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_47029,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_47031,39.0,33.0,15.38,11.322398759346054,20.0,48.72,15.687416092377504
#_47033,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_47035,603.0,120.0,80.1,3.1866928910846672,28.0,95.36,1.6789568192962439
#_47037,1463.0,959.0,34.45,2.435089171411855,583.0,60.15,2.5087991103467324
#_47039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_47041,39.0,30.0,23.08,13.223953330458855,13.0,66.67,14.794716660712675
#_47043,77.0,52.0,32.47,10.459242394256773,42.0,45.45,11.12179869363846
#_47045,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_47047,19.0,16.0,15.79,16.396538366117984,16.0,15.79,16.396538366117984
#_47049,64.0,44.0,31.25,11.356053933365235,21.0,67.19,11.503275472555632
#_47051,3.0,3.0,0.0,0.0,3.0,0.0,0.0
#_47053,19.0,15.0,21.05,18.33079869624085,6.0,68.42,20.901471806348443
#_47055,3.0,1.0,66.67,53.34310952616092,1.0,66.67,53.34310952616092
#_47057,39.0,36.0,7.69,8.362022142630702,13.0,66.67,14.794716660712675
#_47059,27.0,21.0,22.22,15.68123221084269,7.0,74.07,16.530904615698848
#_47061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_47063,71.0,56.0,21.13,9.49582201750691,17.0,76.06,9.925836806699948
#_47065,989.0,699.0,29.32,2.837188422319031,329.0,66.73,2.9366006353549743
#_47067,20.0,9.0,55.0,21.80362355206125,5.0,75.0,18.977618396416343
#_47069,33.0,29.0,12.12,11.135133686261206,14.0,57.58,16.862434036315484
#_47071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_47073,132.0,93.0,29.55,7.783740471474671,22.0,83.33,6.358249950857214
#_47075,62.0,54.0,12.9,8.343805258606434,27.0,56.45,12.342020953871632
#_47077,14.0,7.0,50.0,26.191601707417593,5.0,64.29,25.099131358674544
#_47079,38.0,28.0,26.32,14.001740489705295,16.0,57.89,15.69851847907613
#_47081,77.0,57.0,25.97,9.793784829165892,47.0,38.96,10.892496908506248
#_47083,4.0,0.0,100.0,0.0,0.0,100.0,0.0
#_47085,22.0,21.0,4.55,8.708400531566161,13.0,40.91,20.545488214115615
#_47087,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_47089,5.0,4.0,20.0,35.0615458871967,1.0,80.0,35.0615458871967
#_47091,113.0,89.0,21.24,7.541312880605461,28.0,75.22,7.960386695458891
#_47093,1129.0,928.0,17.8,2.231284817370196,638.0,43.49,2.891788044402058
#_47095,5.0,5.0,0.0,0.0,4.0,20.0,35.0615458871967
#_47097,51.0,34.0,33.33,12.937604410309007,15.0,70.59,12.505184006643004
#_47099,112.0,44.0,60.71,9.045200349909337,38.0,66.07,8.768819756957035
#_47101,12.0,10.0,16.67,21.087929410289036,6.0,50.0,28.29016319029166
#_47103,4.0,4.0,0.0,0.0,3.0,25.0,42.43524478543749
#_47105,60.0,32.0,46.67,12.623655625953468,13.0,78.33,10.424949625585727
#_47107,95.0,39.0,58.95,9.892196944003256,16.0,83.16,7.525278074274591
#_47109,124.0,61.0,50.81,8.79950490095525,40.0,67.74,8.228108434996741
#_47111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_47113,109.0,60.0,44.95,9.338698019384058,32.0,70.64,8.549607813656685
#_47115,32.0,16.0,50.0,17.324116139070416,6.0,81.25,13.523633826564515
#_47117,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_47119,5.0,4.0,20.0,35.0615458871967,4.0,20.0,35.0615458871967
#_47121,23.0,9.0,60.87,19.945674537036627,4.0,82.61,15.49024388142701
#_47123,54.0,40.0,25.93,11.68911475290865,24.0,55.56,13.253400901236214
#_47125,674.0,404.0,40.06,3.699473875946829,282.0,58.16,3.724209983147522
#_47127,13.0,9.0,30.77,25.089690796390087,3.0,76.92,22.904559045274404
#_47129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_47131,29.0,20.0,31.03,16.837518007117318,3.0,89.66,11.081963337566698
#_47133,8.0,2.0,75.0,30.00624934909393,1.0,87.5,22.91765149399039
#_47135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_47137,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_47139,22.0,10.0,54.55,20.80698011813256,4.0,81.82,16.116525065568293
#_47141,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_47143,7.0,5.0,28.57,33.46589904484862,1.0,85.71,25.92620276708489
#_47145,89.0,38.0,57.3,10.276667767544808,21.0,76.4,8.821932871854422
#_47147,11.0,6.0,45.45,29.42551347509041,5.0,54.55,29.42551347509041
#_47149,642.0,481.0,25.08,3.3531363041774074,272.0,57.63,3.8224525157469498
#_47151,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_47153,34.0,22.0,35.29,16.063054834949305,15.0,55.88,16.690239297054468
#_47155,59.0,48.0,18.64,9.93707321150687,35.0,40.68,12.53490678888765
#_47157,687.0,515.0,25.04,3.2397362404186247,232.0,66.23,3.5364751494007365
#_47159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_47161,79.0,45.0,43.04,10.918516817158924,24.0,69.62,10.141528604827363
#_47163,538.0,421.0,21.75,3.4860750876492355,121.0,77.51,3.528080856157302
#_47165,226.0,135.0,40.27,6.394239867560006,90.0,60.18,6.382319941950257
#_47167,66.0,54.0,18.18,9.304880085007202,13.0,80.3,9.59566304813447
#_47169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_47171,21.0,8.0,61.9,20.77084841791495,6.0,71.43,19.32154582221619
#_47173,2.0,1.0,50.0,69.29646455628166,0.0,100.0,0.0
#_47175,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_47177,3.0,3.0,0.0,0.0,1.0,66.67,53.34310952616092
#_47179,123.0,84.0,31.71,8.223944920808249,42.0,65.85,8.380631776638905
#_47181,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_47183,5.0,4.0,20.0,35.0615458871967,4.0,20.0,35.0615458871967
#_47185,2.0,2.0,0.0,0.0,0.0,100.0,0.0
#_47187,33.0,29.0,12.12,11.135133686261206,22.0,33.33,16.08355267719169
#_47189,115.0,96.0,16.52,6.787399199257913,68.0,40.87,8.984903344649602
#_48001,11.0,6.0,45.45,29.42551347509041,2.0,81.82,22.792208326052613
#_48003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48005,32.0,3.0,90.62,10.101701479453842,1.0,96.88,6.023867966680549
#_48007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48009,18.0,11.0,38.89,22.521376567163916,2.0,88.89,14.517883310363578
#_48011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48013,34.0,14.0,58.82,16.543305662412212,8.0,76.47,14.25847641246097
#_48015,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48019,22.0,9.0,59.09,20.545488214115615,2.0,90.91,12.01247512728482
#_48021,5.0,4.0,20.0,35.0615458871967,2.0,60.0,42.941448508405024
#_48023,12.0,3.0,75.0,24.5,0.0,100.0,0.0
#_48025,179.0,42.0,76.54,6.207801030906967,33.0,81.56,5.68131177424731
#_48027,161.0,97.0,39.75,7.559450463118852,56.0,65.22,7.356958723253255
#_48029,1134.0,626.0,44.8,2.8943969371234535,307.0,72.93,2.586108720466731
#_48031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48035,92.0,26.0,71.74,9.200870594346659,16.0,82.61,7.745121940713505
#_48037,140.0,46.0,67.14,7.7806611400317385,26.0,81.43,6.44154763577822
#_48039,156.0,40.0,74.36,6.852080762318358,27.0,82.69,5.937023966471885
#_48041,331.0,228.0,31.12,4.987793189092759,142.0,57.1,5.331983228409131
#_48043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48049,297.0,140.0,52.86,5.677226420275195,43.0,85.52,4.002174068841384
#_48051,72.0,37.0,48.61,11.54494697345986,14.0,80.56,9.141083629417247
#_48053,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48055,22.0,17.0,22.73,17.51257083479283,6.0,72.73,18.60990232420266
#_48057,118.0,40.0,66.1,8.541136184491727,15.0,87.29,6.00993935602106
#_48059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48061,292.0,109.0,62.67,5.54783438489216,35.0,88.01,3.725977668812998
#_48063,22.0,11.0,50.0,20.893670202849822,4.0,81.82,16.116525065568293
#_48065,9.0,5.0,44.44,32.46406956457144,3.0,66.67,30.7976586443407
#_48067,29.0,13.0,55.17,18.10059844482192,5.0,82.76,13.747886693823412
#_48069,34.0,2.0,94.12,7.907628083729544,1.0,97.06,5.678196550479943
#_48071,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_48073,6.0,1.0,83.33,29.822835774397223,1.0,83.33,29.822835774397223
#_48075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48077,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_48079,50.0,18.0,64.0,13.304921194806077,2.0,96.0,5.431711332535999
#_48081,9.0,5.0,44.44,32.46406956457144,2.0,77.78,27.160690914465174
#_48083,52.0,30.0,42.31,13.428459129086198,10.0,80.77,10.711963473109437
#_48085,339.0,259.0,23.6,4.520213031761598,169.0,50.15,5.322605424730884
#_48087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48091,30.0,19.0,36.67,17.244699979761897,11.0,63.33,17.244699979761897
#_48093,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48095,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_48097,107.0,38.0,64.49,9.067461225867847,18.0,83.18,7.0873949738612705
#_48099,4.0,2.0,50.0,49.0,2.0,50.0,49.0
#_48101,8.0,3.0,62.5,33.54800664719143,1.0,87.5,22.91765149399039
#_48103,5.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48107,16.0,1.0,93.75,11.861011497760213,0.0,100.0,0.0
#_48109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48111,16.0,9.0,43.75,24.307840170405925,4.0,75.0,21.217622392718745
#_48113,2335.0,1452.0,37.82,1.966974591863454,794.0,66.0,1.9214277346844355
#_48115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48119,22.0,12.0,45.45,20.80698011813256,7.0,68.18,19.4636065565735
#_48121,254.0,166.0,34.65,5.852125464879654,110.0,56.69,6.093776664788016
#_48123,154.0,63.0,59.09,7.765464625565498,28.0,81.82,6.09147390314752
#_48125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48129,20.0,6.0,70.0,20.08402350128081,0.0,100.0,0.0
#_48131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48133,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_48135,301.0,111.0,63.12,5.450693664582177,48.0,84.05,4.136395206254545
#_48137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48139,44.0,14.0,68.18,13.762848182500068,5.0,88.64,9.37634918369327
#_48141,2202.0,1184.0,46.23,2.08247299838241,492.0,77.66,1.7397533904813032
#_48143,55.0,18.0,67.27,12.401049559218034,5.0,90.91,7.597356347668218
#_48145,79.0,35.0,55.7,10.953981078509969,20.0,74.68,9.589070928293735
#_48147,47.0,28.0,40.43,14.030489177380659,12.0,74.47,12.465888174107839
#_48149,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_48151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48153,3.0,2.0,33.33,53.34310952616092,0.0,100.0,0.0
#_48155,16.0,6.0,62.5,23.722022995520426,2.0,87.5,16.205226780270618
#_48157,256.0,113.0,55.86,6.08278853631293,81.0,68.36,5.697119815310189
#_48159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48161,4.0,1.0,75.0,42.43524478543749,1.0,75.0,42.43524478543749
#_48163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48165,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48167,81.0,24.0,70.37,9.944275855156915,17.0,79.01,8.868717312185385
#_48169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48171,166.0,159.0,4.22,3.0584097475806584,132.0,20.48,6.139106806505874
#_48173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48175,12.0,5.0,58.33,27.894795813556335,4.0,66.67,26.67155476308046
#_48177,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48179,14.0,3.0,78.57,21.494706312020178,3.0,78.57,21.494706312020178
#_48181,365.0,190.0,47.95,5.125241237489778,96.0,73.7,4.516700121664167
#_48183,296.0,167.0,43.58,5.648984325642208,72.0,75.68,4.887452648612816
#_48185,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48187,115.0,80.0,30.43,8.40947974824685,46.0,60.0,8.953910974492121
#_48189,9.0,6.0,33.33,30.7976586443407,4.0,55.56,32.46406956457144
#_48191,15.0,5.0,66.67,23.855763806342484,0.0,100.0,0.0
#_48193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48197,5.0,3.0,40.0,42.941448508405024,2.0,60.0,42.941448508405024
#_48199,19.0,3.0,84.21,16.396538366117984,2.0,89.47,13.801687033723164
#_48201,2166.0,1342.0,38.04,2.044573859412469,707.0,67.36,1.97470833600792
#_48203,39.0,25.0,35.9,15.055667221587338,12.0,69.23,14.485539735180293
#_48205,8.0,6.0,25.0,30.00624934909393,2.0,75.0,30.00624934909393
#_48207,65.0,26.0,60.0,11.909814956903919,4.0,93.85,5.840554615392672
#_48209,39.0,31.0,20.51,12.672515950225431,22.0,43.59,15.563069332631905
#_48211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48213,306.0,116.0,62.09,5.436045463794839,43.0,85.95,3.893645970189954
#_48215,727.0,356.0,51.03,3.633847538353047,214.0,70.56,3.3131191506675313
#_48217,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_48219,10.0,8.0,20.0,24.792256855720094,3.0,70.0,28.403098422531297
#_48221,154.0,71.0,53.9,7.873005525210813,38.0,75.32,6.809628887498537
#_48223,13.0,2.0,84.62,19.61096991474218,1.0,92.31,14.48344720505234
#_48225,14.0,7.0,50.0,26.191601707417593,4.0,71.43,23.66396415311686
#_48227,92.0,51.0,44.57,10.156776923808064,43.0,53.26,10.19546628347087
#_48229,28.0,13.0,53.57,18.472991087531007,6.0,78.57,15.199052592842754
#_48231,296.0,124.0,58.11,5.620705538044615,50.0,83.11,4.268268012494821
#_48233,6.0,4.0,33.33,37.71927447552511,3.0,50.0,40.00833246545858
#_48235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48237,2.0,2.0,0.0,0.0,1.0,50.0,69.29646455628166
#_48239,71.0,40.0,43.66,11.53658270919934,16.0,77.46,9.719470348288924
#_48241,18.0,4.0,77.78,19.205508727330177,3.0,83.33,17.218222262346238
#_48243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48245,325.0,110.0,66.15,5.144683374872773,57.0,82.46,4.134765182967097
#_48247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48251,190.0,128.0,32.63,6.666856103126081,81.0,57.37,7.032008097175148
#_48253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48255,2.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48257,62.0,38.0,38.71,12.124577753499095,27.0,56.45,12.342020953871632
#_48259,96.0,72.0,25.0,8.662058069535208,34.0,64.58,9.567396078696996
#_48261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48265,669.0,520.0,22.27,3.1528074990551924,346.0,48.28,3.7866564185212597
#_48267,8.0,2.0,75.0,30.00624934909393,0.0,100.0,0.0
#_48269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48275,10.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48277,98.0,47.0,52.04,9.891251957158913,25.0,74.49,8.630724423824457
#_48279,17.0,4.0,76.47,20.164530721279178,0.0,100.0,0.0
#_48281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48283,34.0,16.0,52.94,16.777781829690895,13.0,61.76,16.335378369229232
#_48285,30.0,16.0,46.67,17.85254499295082,7.0,76.67,15.13441174031331
#_48287,1.0,1.0,0.0,0.0,1.0,0.0,0.0
#_48289,133.0,62.0,53.38,8.47823929486852,22.0,83.46,6.3144742078897815
#_48291,2.0,1.0,50.0,69.29646455628166,1.0,50.0,69.29646455628166
#_48293,58.0,27.0,53.45,12.837361526634561,11.0,81.03,10.090174092479856
#_48295,134.0,48.0,64.18,8.118322867458431,27.0,79.85,6.791702556203438
#_48297,34.0,16.0,52.94,16.777781829690895,8.0,76.47,14.25847641246097
#_48299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48303,476.0,215.0,54.83,4.470815657388811,92.0,80.67,3.547517532353144
#_48305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48309,184.0,113.0,38.59,7.03402808211625,53.0,71.2,6.543097630992193
#_48311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48313,6.0,4.0,33.33,37.71927447552511,3.0,50.0,40.00833246545858
#_48315,6.0,3.0,50.0,40.00833246545858,1.0,83.33,29.822835774397223
#_48317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48319,5.0,4.0,20.0,35.0615458871967,4.0,20.0,35.0615458871967
#_48321,59.0,6.0,89.83,7.712607703569043,5.0,91.53,7.104826908470186
#_48323,53.0,15.0,71.7,12.127490194392832,7.0,86.79,9.116001533111875
#_48325,1.0,1.0,0.0,0.0,0.0,100.0,0.0
#_48327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48329,137.0,50.0,63.5,8.061745477623651,34.0,75.18,7.233489194584808
#_48331,11.0,7.0,36.36,28.427374541643992,2.0,81.82,22.792208326052613
#_48333,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48337,15.0,3.0,80.0,20.242792956177432,2.0,86.67,17.201246314845907
#_48339,67.0,29.0,56.72,11.863980034000571,17.0,74.63,10.41922998627373
#_48341,69.0,42.0,39.13,11.515640563126762,19.0,72.46,10.540535100021375
#_48343,16.0,11.0,31.25,22.71210786673047,11.0,31.25,22.71210786673047
#_48345,18.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48349,315.0,149.0,52.7,5.5136179853966025,70.0,77.78,4.590994697545281
#_48351,2.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48353,65.0,21.0,67.69,11.369205829946624,7.0,89.23,7.536378313385118
#_48355,7.0,2.0,71.43,33.46589904484862,0.0,100.0,0.0
#_48357,1.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48359,2.0,0.0,100.0,0.0,0.0,100.0,0.0
#_48361,140.0,44.0,68.57,7.690088162303473,29.0,79.29,6.712608397337058
#_48363,81.0,50.0,38.27,10.585001685567025,29.0,64.2,10.44053104935724
#_48365,11.0,5.0,54.55,29.42551347509041,2.0,81.82,22.792208326052613
#_48367,354.0,237.0,33.05,4.9002186956845835,169.0,52.26,5.203317782247289
#_48369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48373,96.0,33.0,65.62,9.50148537124591,11.0,88.54,6.372099115676087
#_48375,439.0,255.0,41.91,4.615654895213509,167.0,61.96,4.541504720245165
#_48377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48379,4.0,1.0,75.0,42.43524478543749,0.0,100.0,0.0
#_48381,149.0,100.0,32.89,7.5437709459415725,76.0,48.99,8.026834684938319
#_48383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#_48385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
